,preprocessing,label
46,"['woow', 'aplikasi', 'nya', 'keren', 'bgt', 'informasi', 'pln', 'aplikasi', 'nih', 'pengaduan', 'gangguan', 'beli', 'token', 'listrik', 'bayar', 'rekening', 'listrik', 'pasang', 'perubahan', 'daya', 'baca', 'meter', 'mandiri', 'rugi', 'deh', 'unduh', 'aplikasi', 'pln', 'mobile']",positif
49,"['aplikasi', 'bagus', 'lancar', 'pembelian', 'token', 'bebas', 'biaya', 'admin', 'pakai', 'mbanking', 'mandiri', 'the', 'best', 'suka', 'suke']",positif
50,"['mantap', 'mempermudah', 'pelayanan', 'pelanggan', 'pln', 'komplit', 'fitur', 'nya', 'mudah', 'mudahan', 'responsif', 'sisi', 'tanggapan', 'pelayanan', 'nya']",positif
51,"['mencoba', 'pengaduan', 'aplikasi', 'pelayanan', 'lumayan', 'cepat', 'tp', 'berproses', 'sih', 'kerjanya', 'trmksh', 'semoga', 'kedepannya']",positif
52,"['pengaduan', 'gangguan', 'mudah', 'tanggapi', 'cepat', 'pln', 'kupang', 'pelayanan', 'terima', 'kasih', 'pelayanannya']",positif
53,"['mantap', 'aplikasi', 'all', 'one', 'terpercaya', 'efektif', 'membantu', 'melayani', 'kebutuhan', 'pelanggan', 'kasih', 'saran', 'tersedia', 'doc', 'pdf', 'tutorial', 'penggunaan', 'fungsi', 'fitur', 'tersedia', 'didownload', 'langsung', 'aplikasi', 'memudahkan', 'pengguna', 'menguaai', 'penggunaan', 'aplikasi']",positif
56,"['aplikasinya', 'membantu', 'aplikasi', 'fitur', 'dibutuhkan', 'pembayaran', 'rekening', 'pakai', 'va', 'mandiri', 'admin', 'pelaporan', 'gangguan', 'mudah', 'biaya', 'telepon', 'call', 'center']",positif
61,"['alhamdulillah', 'aplikasi', 'fitur', 'membantu', 'pengaduan', 'informasi', 'lainya', 'cepat', 'praktis', 'efisien', 'terima', 'kasih', 'pln']",positif
63,"['pelanggan', 'setia', 'indihome', 'berlangganan', 'wi', 'fi', 'internet', 'hp', 'tv', 'mbps', 'biaya', 'ribu', 'brosur', 'internet', 'i', 'connec', 'pln', 'biaya', 'murah', 'paket', 'wi', 'fi', 'mbps', 'pindah', 'i', 'connec', 'pln', 'pindah', 'i', 'connec', 'gangguan', 'wi', 'fi', 'nya', 'keluhan', 'respon', 'beda', 'indihome', 'gangguan', 'komplain', 'via', 'aplikasi', 'my', 'indihome', 'gangguan', 'respon', 'langsung', 'atasi']",positif
65,"['aplikasinya', 'membantu', 'memuaskan', 'aplikasi', 'mudah', 'tagihan', 'listrik', 'bulannya', 'info', 'terbaru', 'pln', 'pemadaman', 'pmasangan', 'promo', 'pln', 'smga', 'kedepan']",positif
66,"['mudah', 'banget', 'pakai', 'aplikasi', 'dirumah', 'pakai', 'kwh', 'meter', 'prabayar', 'mati', 'lampu', 'jam', 'malam', 'token', 'habis', 'untung', 'aplikasi', 'pln', 'mobile', 'mudah', 'beli', 'tokennya', 'prosesnya', 'cepat', 'terima', 'kasih', 'pln']",positif
68,"['terbantu', 'aplikasi', 'pengaduan', 'gangguan', 'mudah', 'proses', 'cepat', 'layanan', 'terintegrasi', 'simpel', 'transparan', 'informasi']",positif
69,"['menunggu', 'respon', 'live', 'chat', 'cs', 'nya', 'sebentar', 'masuk', 'live', 'chat', 'diputus', 'otomatis', 'respon', 'menit', 'tertera', 'membalas', 'disaat', 'balasan', 'menunggu', 'menit', 'balasan', 'balasan', 'cs']",positif
71,"['kasih', 'bintang', 'pelayanannya', 'cepat', 'teratasi', 'jarang', 'laporan', 'digubris', 'dibilang', 'best', 'aplikasi', 'pln', 'mobile']",positif
75,"['aplikasinya', 'mudah', 'membantu', 'keperluan', 'pln', 'pb', 'pd', 'pengaduan', 'tinggal', 'klik', 'gampang', 'banget', 'fast', 'respon']",positif
76,"['aplikasi', 'mudah', 'cepat', 'ekonomis', 'semoga', 'kecepatan', 'pelayanan', 'lapangan', 'termaintain', 'bagus', 'job']",positif
78,"['kirim', 'ulasan', 'app', 'y', 'jd', 'tulis', 'terima', 'kasih', 'petugas', 'pln', 'tanggapan', 'pengaduan', 'y', 'respon', 'y', 'cepat']",positif
80,"['selamat', 'sore', 'min', 'beserta', 'kru', 'segenap', 'manajemen', 'semoga', 'sehat', 'lahir', 'batin', 'maaf', 'saran', 'app', 'nya', 'aplikasi', 'telepon', 'tercantum', 'sisa', 'pulsa', 'voucher', 'listrik', 'terhubung', 'nomor', 'meteran', 'voucher', 'otomatis', 'terisi', 'dibeli', 'input', 'manual', 'sekian', 'terimakasih', 'salam', 'hormat', 'sehat']",positif
82,"['gampang', 'aplikasi', 'daya', 'pasang', 'mudah', 'pembelian', 'token', 'aplikasi', 'pelayanan', 'gangguan', 'cepat', 'respon', 'recoverynya', 'terima', 'kasih', 'pln']",positif
83,"['memudahkan', 'pengaduan', 'aplikasi', 'pln', 'mobile', 'versi', 'terbaru', 'dimana', 'zona', 'pengaduan', 'pembatalan', 'alasan', 'laporan', 'berulang']",positif
84,"['aplikasi', 'terbaru', 'user', 'friendly', 'membantu', 'laporan', 'pengaduan', 'fast', 'respon', 'kemudahan', 'bertransaksi', 'pembayaran', 'listrik', 'iconnet', 'mantap', 'pln', 'perbarui', 'fitur', 'terbaru']",positif
85,"['aplikasi', 'lapor', 'cepat', 'tanggap', 'informasi', 'gangguan', 'panik', 'informasi', 'tagihan', 'baca', 'meter', 'keluhan', 'gangguan', 'mudah', 'dasar', 'aplikasi', 'bagus', 'berguna']",positif
96,"['aplikasi', 'membantu', 'pengaduan', 'via', 'aplikasi', 'respon', 'cepat', 'beli', 'token', 'listrik', 'mudah']",positif
97,"['terima', 'kasih', 'aplikasi', 'keren', 'perbaikan', 'kecepatan', 'koneksi', 'fitur', 'ditingkatkan', 'tracking', 'petugas', 'yantek']",positif
99,"['aplikasi', 'pln', 'mobile', 'pelanggan', 'terbantukan', 'gangguan', 'keluhan', 'langsung', 'aplikasi', 'cepat', 'respon', 'petugas', 'krenn']",positif
100,"['bermanfaat', 'kenyamanan', 'pelayanan', 'listrik', 'pln', 'terbaik', 'mudah', 'pakai', 'pln', 'mobile', 'edit', 'versi', 'terbaru', 'canggih', 'keren']",positif
101,"['canggih', 'aplikasinya', 'mohon', 'fitur', 'pengecekan', 'history', 'pembayaran', 'pembelian', 'pulsa']",positif
102,"['bermanfaat', 'pembayaran', 'pemberitahuan', 'pemadaman', 'mohon', 'mengupgrade', 'informasi', 'seputar', 'layanan', 'pln', 'pelanggan', 'puas', 'meningkatkan', 'profesionalisme', 'sdm']",positif
104,"['aplikasi', 'membantu', 'banget', 'aplikasi', 'lengkap', 'pengaduan', 'layanan', 'terima', 'kasih', 'pln']",positif
105,"['pelayanan', 'responnya', 'cepat', 'diluar', 'dugaan', 'petugasnya', 'ramah', 'kompeten', 'terima', 'kasih', 'pln', 'semoga', 'pelayanan', 'terbaik']",positif
106,"['knp', 'bayar', 'tagihan', 'pln', 'mobile', 'sukses', 'tp', 'mencoba', 'membayar', 'indomaret', 'alfa', 'mart', 'dibayar', 'keterangan', 'terbayar', 'jd', 'bayar', 'double', 'tolong', 'penjelasannya']",positif
107,"['fitur', 'lengkap', 'tampilan', 'mengerti', 'masyarakat', 'aplikasi', 'terima', 'kasih', 'pln', 'genggaman']",positif
108,"['kasih', 'bintang', 'aja', 'puas', 'pasang', 'daya', 'oke', 'perubahan', 'tarif', 'sih', 'mempermudah', 'komplit']",positif
109,"['aplikasi', 'bagus', 'cocok', 'pengguna', 'listrik', 'pln', 'mengubah', 'daya', 'mudah', 'simulasi', 'biaya', 'menarik', 'fitur', 'pln', 'magazine', 'menambah', 'wawasan', 'pengguna']",positif
110,"['alhamdulillah', 'pelayanan', 'keluhan', 'gagal', 'memasukkan', 'pulsa', 'tulisan', 'periksa', 'cepat', 'direspon', 'terima', 'kasih', 'pln', 'semoga', 'maju']",positif
111,"['aplikasi', 'membantu', 'gangguan', 'listrik', 'melapor', 'aplikasi', 'cepat', 'tanggapannya', 'cepat', 'aplikasi', 'fiturnya', 'pembelian', 'pulsa']",positif
113,"['aplikasi', 'nya', 'membantu', 'kebutuhan', 'pelistrikan', 'gangguan', 'langsung', 'notifnya', 'beli', 'token', 'listrik', 'pakai', 'va', 'mandiri', 'by', 'admin', 'kadang', 'suka', 'muncul', 'token', 'nya', 'sinyal', 'dikit', 'oh', 'iya', 'proses', 'verifikasi', 'akun', 'nya', 'tolong', 'dipercepat', 'iya']",positif
115,"['menentukan', 'titik', 'lokasi', 'desa', 'harapan', 'kecamatan', 'pondok', 'kelapa', 'bengkulu', 'muncul', 'kota', 'kab', 'kota', 'bengkulu', 'melanjutkan', 'transaksi', 'aplikasi', 'kasih', 'bintang', 'pengembangan', 'aplikasi', 'pln', 'sigap', 'menanggapi', 'memperbaiki', 'laporkan', 'alhamdulillah', 'selesai', 'bintang', 'layak', 'semoga', 'kedepan', 'aplikasi', 'powerful', 'manfaat']",positif
118,"['aplikasinya', 'memmbantu', 'gangguan', 'lapor', 'aplikasi', 'langsung', 'tanggapi', 'teknisi', 'nya', 'ramah', 'pelayanan']",positif
123,"['terima', 'kasih', 'pln', 'semenjak', 'pln', 'mobile', 'banget', 'terbantu', 'gangguan', 'tinggal', 'laporan', 'respek', 'banget', 'cepat', 'pelayanannya']",positif
124,"['terima', 'kasih', 'pln', 'aplikasi', 'membantu', 'fitur', 'pembelian', 'token', 'rubah', 'daya', 'pasang', 'listrik', 'ku', 'pengaduan', 'dll', 'rumah', 'kantornya', 'pln', 'dirumah', 'aplikasi', 'pln', 'mobil', 'notifnya', 'sukses', 'pln']",positif
127,"['aplikasinya', 'keren', 'pelayananya', 'cepat', 'ribet', 'pln', 'mobile', 'listrik', 'bermasalah', 'pribadi', 'listrik', 'tetangga']",positif
130,"['membantu', 'beli', 'token', 'listrik', 'via', 'atm', 'struk', 'resi', 'nya', 'jam', 'kerja', 'bank', 'tutup', 'langsung', 'buka', 'pln', 'mobile']",positif
132,"['mantap', 'aplikasinya', 'memudahkan', 'kwh', 'memudahkan', 'pembayaran', 'internetnya', 'responnya', 'cepat', 'pln', 'semoga', 'jaya']",positif
135,"['pelayan', 'by', 'call', 'center', 'ok', 'pelayanan', 'pln', 'teknis', 'nya', 'tingkatakan', 'karna', 'alasan', 'sesuai', 'lapangan', 'survey', 'tnpa', 'menghubungi', 'konsumen', 'memutuskan', 'alasan', 'jaringan', 'pokoknya', 'mengenakan', 'pelanggan', 'mengajukan', 'permohonan', 'pasang', 'listrik', 'tolong', 'tingkatkan', 'pelayanannya', 'kedepan', 'nya', 'maju', 'terimakasih']",positif
138,"['chat', 'cs', 'mengetik', 'pesan', 'aplikasi', 'nya', 'pln', 'mobile', 'maksimal', 'ya', 'aplikasi', 'nya']",positif
139,"['kompeten', 'janji', 'laporan', 'error', 'aplikasi', 'bilang', 'nyala', 'dilapangan', 'mati', 'kalo', 'kasih', 'bintang', 'sibuk', 'telepon', 'kasih', 'bintang', 'janji', 'manis', 'iya', 'bu', 'proses', 'mohon', 'bantuannya', 'kasih', 'bintang', 'whatt']",positif
140,"['pelayanan', 'bagus', 'maksimal', 'pribadi', 'menghubungi', 'pln', 'tolong', 'tetangga', 'mohon', 'dimaklumi']",positif
143,"['aplikasi', 'kasih', 'star', 'loading', 'nya', 'buka', 'aplikasi', 'berpindah', 'pindah', 'menu', 'tergolong', 'delay', 'jedanya', 'kapasitas', 'aplikasinya', 'ringan', 'kegunaannya', 'aplikasi', 'useful', 'banget', 'responnya', 'pakai', 'pelayanannya', 'ribet', 'langsung', 'diarahkan', 'pakai', 'telepon', 'w', 'a', 'keren', 'aduan', 'pln', 'nyaman']",positif
144,"['kasih', 'bintang', 'bentuk', 'apresiasi', 'dukungan', 'kenyataannya', 'berbeda', 'pln', 'berusaha', 'berbenah', 'kedepannya', 'saran', 'mohon', 'ditingkatkan', 'kualitas', 'servernya', 'sistem', 'berbeda', 'daftar', 'riwayat', 'pengajuan', 'status', 'transaksi', 'membingungkan', 'pelanggan', 'tersendiri', 'sah', 'status', 'server']",positif
145,"['bingung', 'pengaduan', 'aplikasinya', 'sederhanakan', 'responnya', 'adminnya', 'cekatan', 'cepat', 'tanggap', 'sukses']",positif
147,"['fitur', 'aplikasi', 'bermanfaat', 'praktis', 'pembayaran', 'token', 'listrik', 'rumah', 'transaksi', 'nya', 'cepat', 'masuk', 'semoga', 'dipertahankan', 'sistem', 'nya']",positif
149,"['terima', 'kasih', 'pln', 'mobile', 'aplikasinya', 'membantu', 'manfa', 'at', 'semoga', 'kedepan', 'nya', 'maju', 'nyaman']",positif
150,"['aplikasi', 'pusing', 'banget', 'semoga', 'perbaikan', 'manfaatnya', 'perbarui', 'berulang', 'kali', 'maaih', 'suruh', 'melengkapi', 'profil', 'verivikasi', 'akun', 'ikuti', 'hasilnya', 'ikuti', 'bersih', 'cache', 'pokoknya', 'banget', 'aplikasi', 'aplikasi', 'ikuti', 'panduannya', 'jd']",positif
151,"['bagus', 'terupdate', 'nyaman', 'menunya', 'sesuai', 'pelayanan', 'plnnya', 'terima', 'kasih', 'pln']",positif
152,"['respon', 'pengaduannya', 'cepat', 'membantu', 'langkah', 'tunjukkan', 'mudah', 'terima', 'kasih', 'pln', 'mobile']",positif
157,"['terima', 'kasih', 'panggilan', 'gangguannya', 'cepat', 'merespon', 'penanganan', 'cepat', 'semoga', 'lancarkan', 'tugasnya']",positif
160,"['aplikasi', 'berfungsi', 'mencoba', 'gangguan', 'listrik', 'padam', 'responnya', 'cepat', 'bagus', 'job']",positif
163,"['aplikasi', 'nya', 'mantap', 'membantu', 'meteran', 'adukan', 'langsung', 'kasih', 'panduan', 'pelayanan', 'ramah', 'sabar']",positif
164,"['aplikasi', 'mobile', 'kelistrikan', 'layanan', 'iconnet', 'mohon', 'waspada', 'teliti', 'jaringan', 'masuk', 'nya', 'rumah', 'registrasi', 'bayar', 'via', 'aplikasi', 'menunggu', 'aktif', 'pln', 'pastinya', 'urusan', 'pln', 'pln', 'melayani', 'kelistrikan', 'bertanggung', 'layanan', 'produk', 'internet', 'iconnet']",positif
165,"['daftar', 'pemasangan', 'listrik', 'online', 'prosesnya', 'sebulan', 'petugas', 'kerumah', 'pengaduan', 'telepon', 'x', 'layanan', 'email', 'whatsapp', 'berhari', 'daftar', 'langsung', 'tanah', 'sehari', 'beres', 'lucunya', 'dunia', 'pakai', 'lancar', 'kayak', 'aspal']",positif
166,"['alhamdulillah', 'aplikasi', 'plnmobile', 'mudah', 'praktis', 'semoga', 'canggih']",positif
167,"['mencoba', 'berpikir', 'realistis', 'proses', 'menunggu', 'x', 'jam', 'masuk', 'akal', 'pembayaran', 'lakukan', 'status', 'menunggu', 'pembayaran', 'niat', 'hati', 'cepat', 'pelayanan', 'bagus', 'kecewakan', 'solusi', 'mengajukan', 'tanggal', 'juni', 'pasang', 'juni', 'semoga', 'jaringannya', 'mengecewakan', 'pelayanan', 'nya', 'cepat', 'butuhkan']",positif
170,"['mengadu', 'aplikasi', 'ditelepon', 'petugas', 'clear', 'mantap', 'aplikasi', 'tingkatkan', 'segi', 'ux', 'nya']",positif
176,"['aplikasi', 'bermanfaat', 'bravo', 'tim', 'pln', 'dumai', 'pelayanan', 'cepat', 'langsung', 'menit', 'hidup', 'listrik', 'nya', 'atasi', 'cepat']",positif
177,"['terimakasih', 'mengalami', 'kendala', 'mengisi', 'token', 'listrik', 'kwh', 'meter', 'alhamdulillah', 'dilayani', 'cepat', 'terselesaikan', 'bagus', 'job']",positif
182,"['admin', 'perbaikan', 'bayar', 'aplikasi', 'kadaluarsa', 'untung', 'email', 'pemberitahuan', 'itupun']",positif
183,"['aplikasinya', 'baguss', 'membantu', 'pangaduan', 'kesalahan', 'pengaduan', 'dll', 'tergantung', 'maha', 'kuasa', 'jaringan', 'disetiap', 'daerah', 'terima', 'kasih', 'pln', 'mobile', 'semoga', 'sehat', 'dihindari', 'musibah', 'bahaya', 'pekerjaan', 'gangguan', 'dimanapun', 'aammiin']",positif
186,"['mantap', 'aplikasinya', 'respon', 'adminnya', 'cepat', 'keluhan', 'butuh', 'langsung', 'ditangani', 'terima', 'kasih', 'pln']",positif
188,"['kasih', 'bintang', 'bentuk', 'menghargai', 'usaha', 'pln', 'meningkatkan', 'pelayanan', 'tolong', 'aplikasi', 'disempurnakan', 'sempurna', 'aplikasi']",positif
189,"['mbps', 'stabil', 'wifinya', 'issue', 'ont', 'modem', 'nya', 'email', 'cs', 'teknisi', 'langsung', 'kerumah', 'sy', 'customer', 'nya', 'ok', 'terima', 'kasih', 'iya', 'iconnet', 'semoga', 'bagus', 'pelayanan', 'fo', 'nya']",positif
190,"['aplikasi', 'membantu', 'membeli', 'pulsa', 'listrik', 'membayar', 'tagihan', 'listrik', 'mudah', 'cepat']",positif
191,"['terima', 'kasih', 'pln', 'mobile', 'semoga', 'nya', 'aplikasi', 'membantu', 'masyarakat', 'pengaduan', 'nya', 'mohon', 'disediakan', 'obrolan', 'chatting', 'biar', 'komunikasi', 'aplikasi', 'pln', 'mobile', 'nya', 'email', 'lambat', 'respon', 'kedepannya', 'mohon', 'pengaduan', 'teguran', 'peringatan', 'terima', 'kasih', 'maju', 'pln']",positif
193,"['naikan', 'daya', 'listrik', 'pembayaran', 'lengkap', 'virtual', 'account', 'bca', 'dilengkapi', 'bank', 'nya']",positif
194,"['komplain', 'nomor', 'token', 'diinput', 'langsung', 'ditanggapi', 'pelayanan', 'cepat', 'tertangani', 'terimakasih']",positif
195,"['pelayanan', 'cepat', 'mengeluarkan', 'biaya', 'dibandingkan', 'call', 'center', 'terima', 'kasih']",positif
196,"['pengguna', 'android', 'ram', 'gb', 'aplikasi', 'ringan', 'banget', 'pelayanannya', 'ok', 'bermanfaat', 'semoga', 'kedepan', 'bagus', 'up', 'saldo', 'biar', 'simpel']",positif
197,"['hati', 'pasang', 'iconnet', 'bayar', 'pemasangan', 'janji', 'nya', 'kerja', 'nihil', 'whatsapp', 'disuruh', 'menunggu', 'budek', 'telepon', 'cs', 'ngabisin', 'pulsa', 'disuruh', 'menunggu', 'cepat', 'keluhannya', 'pasang', 'iconnet', 'sabar', 'gatau', 'dipikirkan', 'matang', 'pasang', 'aplikasi', 'pln', 'mobile', 'pelayanan', 'iconnet']",positif
198,"['pelayanan', 'pln', 'aplikasi', 'secepat', 'layanan', 'telepon', 'lumayan', 'penanganan', 'cepat', 'dibutuhkan', 'jam', 'ditangani', 'semoga', 'aplikasi', 'diperbaiki', 'pemberitahuan', 'terkait', 'pembatalan', 'terimakasih']",positif
199,"['berguna', 'pengajuan', 'keluhan', 'lambat', 'respon', 'menit', 'balas', 'mengajukan', 'keluhan', 'kendala', 'iya', 'pekerjaan', 'chat', 'tinggal', 'menit', 'ulang', 'dibales', 'cepat', 'respon', 'nya', 'bermutu']",positif
202,"['pelayanan', 'bagus', 'responsif', 'penyelesaian', 'cepat', 'bagus', 'apknya', 'semoga', 'tingkatkan', 'fitur']",positif
203,"['aplikasi', 'sip', 'kalah', 'swasta', 'chat', 'dibalas', 'wa', 'enaknya', 'pasang', 'iconnet', 'ya', 'teman', 'saran']",positif
204,"['semoga', 'nomor', 'what', 'app', 'wa', 'pengaduan', 'foto', 'nama', 'jalan', 'kabel', 'kena', 'pohon', 'kabel', 'sangkut', 'kendaraan', 'kontainer', 'kabel', 'utama', 'melintang', 'membahayakan', 'informasi', 'pemasangan', 'jagak', 'tiang', 'listrik', 'utama', 'konsumen', 'membutuhkan']",positif
206,"['alhamdulillah', 'pln', 'menghadirkan', 'aplikasi', 'super', 'mudah', 'kelistrikan', 'rumah', 'khawatir', 'gangguan', 'beli', 'pulsa', 'listrik', 'dll', 'langsung', 'genggaman', 'mantap', 'pln']",positif
209,"['aplikasi', 'pintar', 'pln', 'nya', 'aplikasi', 'pln', 'luarr']",positif
210,"['aplikasi', 'membantu', 'mempermudah', 'pelaporan', 'gangguan', 'kantor', 'pencatatan', 'stan', 'meter', 'mandiri']",positif
215,"['mantap', 'aplikasi', 'pln', 'mobile', 'sistem', 'pengaduan', 'pln', 'nya', 'mudah']",positif
220,"['layanan', 'super', 'lelet', 'nanya', 'cs', 'memuuaskan', 'nyeseel', 'pasang', 'iconet', 'memuaskan']",positif
222,"['mudah', 'aplikasi', 'pln', 'mobile', 'aplikasi', 'bagus', 'fitur', 'memudahkan', 'gangguan', 'kebutuhan', 'pln', 'mudah', 'praktis', 'pln', 'mobile']",positif
224,"['alhamdulilah', 'berkat', 'aplikasi', 'pln', 'mobile', 'listrik', 'rumah', 'cepat', 'nyala', 'respon', 'nya', 'cepat', 'tanggap', 'unduh', 'unduh', 'ya', 'jamin', 'mengecewakan', 'terima', 'kasih', 'petugas', 'ramah', 'banget', 'mlm', 'panggilan', 'darurat', 'pelanggan', 'sopan', 'ramah', 'banget']",positif
227,"['terima', 'kasih', 'pln', 'mobile', 'aplikasi', 'mudah', 'pengaduan', 'gangguan', 'kelistrikan', 'petugasnya', 'ramah']",positif
228,"['mantap', 'membantu', 'mempermudah', 'mengakses', 'layanan', 'pln', 'tunjang', 'sinyal', 'bagus']",positif
230,"['pelayanan', 'bagus', 'responsif', 'menunggu', 'petugas', 'ramah', 'membantu']",positif
232,"['aplikasi', 'mempermudah', 'pengaduan', 'gangguan', 'kelistrikan', 'petugasnya', 'ramah', 'the', 'best']",positif
233,"['aplikasi', 'nya', 'bagus', 'cepat', 'tanggap', 'kantor', 'pelayanan', 'terdekat', 'aplikasi', 'pln', 'mobile', 'keluhan', 'teratasi']",positif
234,"['aplikasi', 'nya', 'membantu', 'laporan', 'gangguan', 'listrik', 'langsung', 'gerak', 'cepat', 'merespon', 'terima', 'kasih', 'pln', 'mobile']",positif
235,"['alhamdulillah', 'pelayanan', 'nya', 'kasih', 'penilaian', 'jelek', 'bintang', 'penggunaan', 'nya', 'transaksi', 'pembelian', 'token', 'koq', 'cepat', 'mudah', 'murah', 'banget', 'rp', 'bagus', 'banget', 'deh', 'pokoknya', 'aplikasi', 'direspon', 'operator', 'customer', 'servicenya', 'pengembalian', 'kwh', 'langsung', 'pln', 'diproses', 'penggantian', 'unit', 'meteran', 'nya', 'puas', 'bagus', 'bermanfaat', 'aplikasi', 'pln', 'mobile', 'recomended', 'joss']",positif
236,"['aplikasi', 'membantu', 'memudahkan', 'pengaduan', 'cepat', 'tanggap', 'pelayanan', 'memuaskan', 'keren']",positif
