,preprocessing,label
208,"['id', 'pel', 'salah', 'ubah', 'id', 'pel', 'fitur', 'live', 'chat', 'ketik', 'papan', 'tombol', 'nya', 'app', 'nya', 'kekurangan', 'aplikasi', 'bumn', 'bagus', 'aplikasi']",negatif
211,"['customer', 'service', 'referensi', 'via', 'pln', 'mobile', 'system', 'nya', 'ngimbangi', 'menyambung', 'server', 'nya', 'malu', 'ayok', 'pln', 'yuk']",negatif
213,"['mudah', 'sulit', 'repot', 'akses', 'dimana', 'isi', 'pulsa', 'listrik', 'bayar', 'tagihan', 'listrik', 'non', 'admin', 'aplikasi', 'rekomendasi', 'terima', 'kasih']",negatif
214,"['langganan', 'iconnet', 'via', 'aplikasi', 'lunas', 'desember', 'komplain', 'berkali', 'realisasi', 'udh', 'pengembalian', 'dana', 'kirim', 'email', 'tagihan', 'aplikasi', 'pasang', 'belom', 'jelek', 'banget', 'dah', 'uang', 'kemana', 'penyelesaian', 'skrng', 'kesal', 'iya']",negatif
216,"['aplikasi', 'membantu', 'repot', 'ribet', 'withdrawal', 'saldo', 'pln', 'mobile', 'rekening', 'bank', 'masuk', 'rekening', 'bank', 'saldo', 'pln', 'mobile', 'berkurang', 'layanan', 'bantuan', 'live', 'chat', 'cs', 'berfungsi', 'mengetik', 'pesan', 'mohon', 'diperbaiki', 'tingkatkan', 'pelayanan']",negatif
238,"['diperbarui', 'tanggal', 'juni', 'tanggal', 'juni', 'perbarui', 'pemberitahuan', 'saluran', 'padam', 'perbarui', 'pasang', 'aplikasi', 'tolong', 'perbaiki']",negatif
241,"['memaksa', 'suruh', 'perbarui', 'versi', 'ya', 'perbarui', 'versi', 'terbaru', 'ya', 'buru', 'sulit', 'signal', 'eh', 'suruh', 'mengupdate', 'seharus', 'ya', 'pilihan', 'iya']",negatif
248,"['aplikasi', 'membantu', 'terkait', 'kelistrikan', 'bingung', 'mencari', 'solusi', 'listrik', 'kembangkan', 'konsumen', 'dimudahkan']",negatif
249,"['daftar', 'akun', 'nya', 'sulit', 'kayak', 'dlu', 'coba', 'pakai', 'email', 'khusus', 'pln', 'mobile', 'doang', 'biar', 'ganggu', 'email', 'asli', 'verifikasi']",negatif
252,"['aplikasi', 'membantu', 'informasi', 'tagihan', 'pemadaman', 'pasang', 'daya', 'gangguan', 'langsung', 'aplikasi', 'pln', 'mobile', 'repot', 'menghemat', 'laporan', 'kekantor', 'pln']",negatif
270,"['sulit', 'pasang', 'token', 'listrik', 'pakai', 'lso', 'nidi', 'proses', 'menunggu', 'sertifikat', 'gatau', 'pembayaran', 'makelar', 'nilai', 'budget', 'selisih', 'sulit']",negatif
278,"['tindakan', 'terkait', 'pemasangan', 'iconnet', 'diwilayah', 'tercover', 'pemberitahuan', 'kecewa']",negatif
291,"['aplikasi', 'disayangkan', 'informasi', 'pelayanan', 'listrik', 'via', 'pemberitahuan', 'terlambat', 'realtime', 'kejadian', 'listrik', 'pelanggan', 'padam', 'listrik', 'diatas', 'standarnya', 'jam', 'biayanya', 'pemadaman', 'bergilir', 'jam']",negatif
295,"['bintang', 'cek', 'sisa', 'token', 'rumah', 'via', 'aplikasi', 'karna', 'rumah', 'jarang', 'tempati', 'kehabisan', 'terblokir', 'token', 'listrik', 'gagal', 'masukan', 'meteran', 'listrik', 'rusak', 'penggantian', 'petugas', 'penggantian', 'terima', 'kasih']",negatif
298,"['aplikasi', 'error', 'aplikasi', 'nya', 'sakit', 'pendaftaran', 'iconnet', 'tanggal', 'mei', 'pembayaran', 'konfirmasi', 'pemasangan', 'anehnya', 'aplikasi', 'pembayaran', 'tagihan', 'konfirmasi', 'whatsapp', 'cc', 'balasan', 'telepon', 'cc', 'tanggapan', 'nya', 'disuruh', 'menunggu']",negatif
316,"['ribet', 'pasang', 'dibikin', 'puyeng', 'slo', 'suruh', 'unduh', 'siujang', 'gatrik', 'unduh', 'jasa', 'pemasangan', 'nya', 'menjangkau', 'alasan', 'kejauhan', 'tolong', 'diperbaiki', 'alur', 'pemasangan', 'mah', 'orang', 'kampung', 'aplikasi']",negatif
317,"['meningkatkan', 'akun', 'meningkatkan', 'hh', 'coba', 'kalo', 'web', 'kayak', 'gini', 'sulit', 'aplikasi', 'pln', 'mobile', 'update', 'pinter', 'pln', 'sayang', 'pln', 'indonesia', 'coba', 'pln']",negatif
328,"['mengecewakan', 'status', 'bayar', 'iconnet', 'respon', 'instalasi', 'nya', 'komplain', 'sulit', 'email', 'live', 'chat', 'nya', 'payah', 'banget']",negatif
332,"['pemberitahuan', 'gangguan', 'padam', 'status', 'terkini', 'update']",negatif
338,"['lelet', 'bolak', 'server', 'terhubung', 'tolong', 'layanan', 'pusatkan', 'aplikasi', 'penilaian', 'berubah', 'sesuai', 'tingkat', 'kenyamanan', 'penggunaan']",negatif
341,"['aplikasi', 'butut', 'bolak', 'titik', 'lokasi', 'daftar', 'aplikasi', 'konyol']",negatif
355,"['aplikasi', 'membantu', 'bayar', 'listrik', 'rumah', 'bandung', 'khawatir', 'lupa', 'informasi', 'pemadaman']",negatif
358,"['respond', 'komunikasi', 'chating', 'direspond', 'meningkatkan', 'profil', 'dikolom', 'emailnya', 'aplikasinya', 'simpel', 'ribet', 'coba', 'meningkatkan', 'daya', 'aplikasi', 'sulit', 'bantu']",negatif
360,"['daftar', 'bayar', 'biaya', 'instalasi', 'cek', 'aplikasi', 'rumah', 'tercover', 'minggu', 'pasang', 'komplain', 'cabang', 'pln', 'mengalihkan', 'cabang', 'kabupaten', 'pengembalian', 'dana', 'indak', 'respon', 'buka', 'layanan', 'internet', 'amburadul', 'nilai', 'minus', 'kasih', 'minus']",negatif
375,"['aplikasi', 'bagus', 'peraturan', 'pemerintah', 'sulit', 'membuka', 'celah', 'pungli', 'fiture', 'pasang', 'nidi', 'slo', 'kemarin']",negatif
386,"['aplikasinya', 'pengaduan', 'kali', 'direalisasikan', 'pln', 'komunikasi', 'satuan', 'satuan', 'pln', 'kayaknya', 'pembiaran', 'pegawai', 'pln', 'nakal']",negatif
388,"['server', 'aplikasinya', 'lelet', 'bayar', 'tagihan', 'listrik', 'daya', 'aplikasi', 'dinyatakan', 'bayar']",negatif
403,"['brengsek', 'nih', 'aplikasi', 'perbarui', 'error', 'lambat', 'bug', 'parah']",negatif
417,"['kesal', 'banget', 'beli', 'token', 'beli', 'via', 'va', 'bayar', 'via', 'mbanking', 'uang', 'tertarik', 'pemberitahuan', 'pembayaran', 'masuk', 'kak', 'email', 'mastiin', 'aplikasi', 'statusnya', 'menunggu', 'pembayaran', 'kedaluwarsa', 'status', 'pembayaran', 'nomor', 'token', 'nya', 'coba', 'layanan', 'pengaduan', 'digunain', 'live', 'chat', 'nya', 'ngetik', 'pikir', 'hp', 'doag', 'gabisa', 'coba', 'hp', 'gabisa', 'kesal', 'bgt', 'rugi']",negatif
422,"['listrik', 'padam', 'buka', 'pengaduan', 'diisi', 'sulit', 'diulang', 'kecewa']",negatif
434,"['aplikasi', 'pln', 'mobile', 'melaporkan', 'gangguan', 'listrik', 'padam', 'dirumah', 'menunggu', 'petugas', 'langsung', 'memperbaiki', 'listrik', 'menyala', 'melaporkan', 'gangguan', 'kelistrikan', 'melakakukan', 'pembayaran', 'rekening', 'listrik', 'pln', 'mobile']",negatif
443,"['tertarik', 'promo', 'daya', 'belanja', 'marketplace', 'pln', 'zonk', 'marketplace', 'fitur', 'komplain', 'coba', 'barang', 'penyok', 'customer', 'disuruh', 'chat', 'seller', 'lepas', 'aja', 'marketplace', 'dilauncing', 'barang', 'reject', 'coba', 'minggu', 'solusi', 'chat', 'seller', 'seller', 'menyarankan', 'retur', 'buyer', 'jaminan', 'dananya', 'dicairkan', 'seller']",negatif
454,"['membantu', 'membutuhkan', 'informasi', 'listrik', 'padam', 'token', 'rumah', 'kedap', 'kedip', 'malam', 'is', 'the', 'best', 'pln', 'listrik', 'kehidupan']",negatif
461,"['terima', 'kasih', 'pln', 'mobile', 'aplikasi', 'membantu', 'memudahkan', 'urusan', 'perihal', 'kelistrikan', 'pln', 'lapor', 'gangguan', 'listrik', 'padam', 'penambahan', 'daya', 'pasang', 'pembayaran', 'listrik', 'pembelian', 'token', 'terima', 'kasih', 'pln', 'berinovasi', 'ya']",negatif
476,"['bingung', 'menggunakannya', 'dicoba', 'pelayanan', 'aplikasi', 'pln', 'mobile', 'membantu', 'penggunanya']",negatif
519,"['aplikasi', 'banggakan', 'rumit', 'mudah', 'maaf', 'semenjak', 'perubahan', 'daftar', 'p', 'aplikasi', 'sulit', 'semenjak', 'terapkan', 'nidi', 'slo', 'daftar', 'aplikasi', 'pln', 'mobile', 'mohon', 'dicari', 'solusinya', 'nyaman', 'mudah', 'percaya', 'perkembangan', 'pln', 'terima', 'kasih']",negatif
523,"['pln', 'mobile', 'aplikasi', 'kebutuhan', 'kelistrikan', 'aplikasinya', 'lancar', 'skr', 'lambat', 'menu', 'marketplace', 'donk', 'belanja', 'deh', 'pln', 'mobile']",negatif
527,"['aplikasinya', 'kosong', 'layanannya', 'kecewa', 'beli', 'token', 'aplikasi', 'niat', 'hati', 'hemat', 'rp', 'prosesnya', 'cepat', 'membayar', 'tagihan', 'beli', 'token', 'bca', 'va', 'menit', 'berhasil', 'bayar', 'tagihan', 'riwayat', 'transaksi', 'status', 'menunggu', 'pembayaran']",negatif
544,"['aplikasi', 'pengaduan', 'sesuai', 'kondisi', 'lapangan', 'infonya', 'nyala', 'padam', 'lapangan', 'max', 'khusus', 'wilayah', 'jember', 'desa', 'balung', 'padam', 'jam', 'perdesaan', 'penanganannya', 'lambat']",negatif
549,"['ya', 'aplikasi', 'mobile', 'pln', 'perbarui', 'pilih', 'pengaduan', 'data', 'kosong', 'mengikuti', 'arahan', 'hapus', 'cache', 'isi', 'form', 'data', 'kosong', 'sub', 'menu', 'pengaduan', 'iya']",negatif
550,"['perbaharui', 'aplikasinya', 'pengaduan', 'data', 'kosong', 'muat', 'ulang', 'respon', 'mohon', 'petunjuknya', 'biar', 'pengaduan', 'aplikasi']",negatif
556,"['penyedia', 'iconnet', 'erorr', 'jam', 'berhari', 'tolong', 'diperbaiki', 'pelanggan', 'iconnet', 'kecewa', 'error', 'tagihan', 'bayar', 'full', 'terima', 'kasih']",negatif
561,"['sulit', 'pasang', 'ribet', 'katannya', 'menghindari', 'makelar', 'negara', 'pemasangan', 'sesusah']",negatif
563,"['pengguna', 'iconnet', 'pakai', 'kecewa', 'jaringan', 'internet', 'nya', 'bermasalah', 'pengaduan', 'lakukan', 'telepon', 'wa', 'perbaikan', 'nya', 'internet', 'lampu', 'merah', 'modem', 'x', 'komplain', 'diperbaiki', 'tetangga', 'pakai', 'iconnet', 'kecewa', 'quick', 'respon', 'perbaikannya']",negatif
569,"['aplikasinya', 'lambat', 'banget', 'apalg', 'belanja', 'market', 'placenya', 'sebenrnya', 'kecewa', 'csnya', 'jg', 'infonya', 'lengkap', 'hrs', 'bolakbalik', 'telepon', 'aturan', 'main', 'lebaran', 'ceria', 'hrsnya', 'x', 'telepon', 'diinfokan', 'g', 'dikasih', 'akun', 'x', 'pengajuan', 'jd', 'belanja', 'marketplacenya', 'g', 'diinfo', 'jg', 'npwp', 'pelanggan', 'pdhl', 'bolakbalik', 'sy', 'komplain', 'terkait', 'aplikasi', 'promo', 'lebaran', 'ceria']",negatif
577,"['pelayanan', 'contact', 'centrenya', 'buruk', 'via', 'whatsapp', 'komplain', 'berkali', 'whatsapl', 'ig', 'email', 'keluhan', 'jaringan', 'iconnet', 'lelet', 'kbtulan', 'pakai', 'mbps', 'speedtest', 'mbps', 'downloadnya', 'unggah', 'mbps', 'berkali', 'email', 'petugasnya', 'krumah', 'mengcek', 'semoga', 'diperhatikan', 'keluhan', 'sy', 'email', 'whatsapp', 'mempan', 'kasih', 'bintang', 'buruk', 'pelayanan']",negatif
579,"['token', 'rusak', 'isi', 'token', 'kena', 'hubungi', 'pln', 'token', 'sisa', 'input', 'nomor', 'gagal', 'trs', 'tertetara', 'tulisan', 'periksa', 'dibilang', 'isi', 'ribetnya', 'ampun', 'kena', 'hubungin', 'pln', 'tolong', 'ditukar']",negatif
580,"['aplikasinya', 'mempermudah', 'petugasnya', 'becus', 'iya', 'korbanin', 'pulsa', 'telepon', 'pengaduan', 'selesai', 'pengaduan', 'cek', 'status', 'pengaduannya', 'selesai', 'selesaikan', 'meternya', 'mati']",negatif
583,"['pengaduan', 'aplikasi', 'worth', 'it', 'kepastian', 'petugas', 'menunggu', 'jam', 'respon', 'petugas', 'aplikasinya', 'kecewa', 'sih', 'tolong', 'pengaduan', 'diprioritasin', 'kelistrikan', 'dirumah', 'mati', 'kepastian', 'petugas', 'pengaduan', 'kode', 'periksa', 'malam', 'ngerepotin', 'menghambat', 'kebutuhan']",negatif
585,"['perbarui', 'aplikasi', 'perbarui', 'sulit', 'login', 'masukan', 'nomor', 'hp', 'login', 'data', 'dilengkapi', 'data', 'nama', 'email', 'nya', 'aplikasi', 'menempel', 'hp', 'memasukkan', 'nomor', 'hp', 'log']",negatif
589,"['aplikasi', 'lelet', 'loadingnya', 'hape', 'bagus', 'jaringan', 'wifi', 'provider', 'mempengaruhi', 'keleletan', 'aplikasinya']",negatif
590,"['aplikasi', 'membantu', 'pelayanan', 'penambahan', 'daya', 'proses', 'kendala', 'minor', 'saran', 'menu', 'pemindahan', 'meteran', 'listrik', 'membantu', 'mengurangi', 'kantor', 'unit', 'pelayanan', 'terima', 'kasih']",negatif
593,"['aplikasi', 'membantu', 'pelaporan', 'lampu', 'padam', 'sesuai', 'aplikasi', 'laporan', 'listrik', 'menyala', 'realitanya', 'x', 'pelaporan', 'online', 'x', 'pengaduan', 'by', 'phone', 'listrik', 'nyala', 'diaplikasi', 'menyala', 'ngejar', 'indikator', 'mutu', 'kecepatan', 'penanganan', 'laporan', 'pelanggan', 'data', 'kenyataan', 'sesuai', 'realita']",negatif
594,"['berguna', 'pelanggan', 'pakai', 'metode', 'digital', 'saran', 'aplikasinya', 'peringan', 'sulit', 'pemula', 'type', 'hp', 'dibawah', 'standar', 'alias', 'tuku', 'hp', 'spek', 'rendah', 'terbatas', 'kantong', 'dikalangan', 'masayarakat', 'menengah']",negatif
597,"['pln', 'mobile', 'berfungsi', 'keluhan', 'diklic', 'tampil', 'data', 'kosong', 'lakukan', 'perintah', 'pln', 'hasilnya', 'gak', 'dibuka']",negatif
600,"['pengaduan', 'pilihan', 'tetangga', 'padam', 'klik', 'tulisan', 'data', 'kosong', 'muat', 'ulang', 'laporan', 'aplikasi', 'tp', 'susah', 'coba', 'uninstal', 'instal']",negatif
616,"['telfon', 'email', 'aplikasi', 'ditelfon', 'pengaduan', 'menit', 'durasinya', 'diemail', 'dibales', 'aplikasi', 'ngelag', 'batas', 'ditentukan', 'habis', 'niat', 'sih', 'bingung']",negatif
625,"['aplikasi', 'bagus', 'tolong', 'layanan', 'halo', 'pln', 'free', 'mempermudah', 'pelayanan', 'jaringan', 'listrik', 'terkendala', 'padam']",negatif
632,"['pilihan', 'pembayaran', 'migrasi', 'daya', 'rumit', 'rek', 'bank', 'mini', 'market', 'shopee', 'pay', 'orang', 'memudahkan', 'pembayaran']",negatif
642,"['aplikasi', 'lambat', 'up', 'daya', 'singgah', 'lemotnya', 'hp', 'ram', 'nokia', 'jaman']",negatif
646,"['pengajuan', 'layanan', 'pasang', 'bingung', 'pas', 'klik', 'pasang', 'perintah', 'masukkan', 'nomor', 'agenda', 'mengerti', 'terima', 'kasih', 'tolong', 'penjelasannya']",negatif
648,"['bagus', 'pemadaman', 'gangguan', 'notifikasinya', 'buka', 'aplikasinya', 'lambat', 'telepon', 'seluler', 'buka', 'aplikasi', 'lancar']",negatif
652,"['aplikasi', 'pln', 'mobile', 'mengajukan', 'pengaduan', 'min', 'semenjak', 'perbarui', 'versi', 'terbaru', 'gitu', 'salah', 'aplikasi', 'nya', 'sistem', 'nya', 'min', 'mohon', 'solusinya', 'min']",negatif
656,"['kecewa', 'berat', 'kualitas', 'jaringan', 'iconnet', 'gangguan', 'kota', 'padangsidimpuan', 'tolong', 'kualitas', 'jaringannya', 'diperbaiki']",negatif
660,"['gangguan', 'internet', 'sulit', 'komplainnya', 'internet', 'nya', 'dipakai', 'ftp', 'pakai', 'ip', 'dimanis', 'selebihnya', 'bagus', 'streaming']",negatif
663,"['menu', 'pengaduan', 'klik', 'klik', 'tetangga', 'padam', 'lainya', 'keluarnya', 'muat', 'ulang', 'data', 'kosong', 'ganti', 'fitur', 'laporan', 'isi', 'token', 'listrik', 'padam', 'fitur', 'trs', 'perbarui', 'copot', 'aplikasi', 'instal', 'lgi', 'hapus', 'chace', 'muat', 'ulang', 'muncul', 'kalo', 'klik', 'pengaduan']",negatif
667,"['kecewa', 'pembelian', 'barang', 'menu', 'marketples', 'kali', 'tran', 'saksi', 'bayar', 'barang', 'dikirim', 'vocer', 'daya', 'namanya', 'merugikan']",negatif
668,"['selamat', 'siang', 'pln', 'tolong', 'aplikasinya', 'update', 'transaksi', 'token', 'laporannya', 'telat', 'ngecheck', 'via', 'website', 'user', 'frindly', 'maaf']",negatif
670,"['cepat', 'merespon', 'pengaduan', 'panggilan', 'bayar', 'sulit', 'kendala', 'pulsa', 'aplikasi', 'pln', 'mobile', 'sulit', 'buka', 'telepon', 'seluler', 'ram', 'gb']",negatif
676,"['aplikasi', 'langsung', 'alat', 'mendaftar', 'pasang', 'terlibat', 'timbul', 'lempar', 'tanggung', 'lemah', 'indikasi', 'kkn', 'form', 'pendaftaran', 'nama', 'keliru', 'ya']",negatif
678,"['bagus', 'tolong', 'dibagian', 'riwayat', 'penggunaan', 'lihat', 'riwayat', 'pengecekan', 'jarang', 'orang', 'pln', 'suka', 'jahil', 'cari', 'gara', 'pelanggan', 'pembayaran']",negatif
684,"['pengaduan', 'sulit', 'banget', 'aplikasi', 'membantu', 'unggah', 'foto', 'pulang', 'laman', 'langkah', 'boro', 'langkah', 'pulang']",negatif
688,"['perbarui', 'menu', 'pengaduan', 'dgunakan', 'diklik', 'data', 'kosong', 'kwh', 'meter', 'pelanggan', 'isi', 'pulsa', 'bacaan', 'periksa', 'perbarui', 'lancar', 'aja']",negatif
715,"['aduan', 'ya', 'muncul', 'halaman', 'kosong', 'diulang', 'kasih', 'aduan', 'aduannya', 'update', 'bagus', 'terima', 'kasih']",negatif
716,"['aplikasinya', 'update', 'buka', 'masukan', 'nomor', 'hp', 'salah', 'gmail', 'ketik', 'gmail', 'salah', 'daftarkan', 'tolong', 'perbaiki', 'aplikasi', 'jelek', 'jd', 'kasih', 'bintang']",negatif
719,"['unduh', 'aplikasi', 'pln', 'mobile', 'login', 'pengaduan', 'kantor', 'pln', 'bilang', 'pengaduan', 'aplikasi', 'aplikasi', 'nya', 'dibuka', 'mengadu', 'kemana', 'tolong', 'solusinya', 'dirumah', 'padam']",negatif
726,"['membantu', 'gangguan', 'listrik', 'rumah', 'repot', 'cari', 'tukang', 'listrik', 'tinggal', 'mengirim', 'pengaduan', 'aplikasi', 'petugasnya', 'menghubungi', 'langsung', 'intinya', 'pelanggan', 'dimudahkan', 'rekomen', 'pokoknya']",negatif
731,"['kecewa', 'banget', 'mengikuti', 'prosedur', 'program', 'daya', 'belanja', 'market', 'place', 'penjual', 'pln', 'memuaskan', 'rugi', 'barang', 'dana', 'tanggung', 'pln']",negatif
732,"['kasih', 'bintang', 'kecewa', 'aplikasi', 'perbarui', 'menu', 'pengaduan', 'meter', 'listrik', 'diakses', 'data', 'kosong']",negatif
734,"['aplikasi', 'lambat', 'transfer', 'via', 'virtual', 'account', 'terima', 'bank', 'berhasil', 'terpaksalah', 'transfer', 'kali']",negatif
735,"['aplikasi', 'membantu', 'aplikasi', 'bingung', 'daftar', 'internet', 'iconnet', 'rumah', 'layani', 'terimah', 'kasih', 'pln', 'mobile']",negatif
736,"['aplikasi', 'mentah', 'verifikasi', 'jam', 'pasang', 'pln', 'sulit', 'pemborosan', 'pulsa', 'aplikasi', 'lambat', 'respon', 'sulit', 'pln', 'milik', 'negara', 'layanan', 'telepon', 'bebas', 'pulsa', 'keluarkan', 'aplikasi', 'orang', 'telepon', 'mahal', 'aplikasi', 'layak', 'pasang', 'pengaduan', 'gangguan', 'respon', 'ribet']",negatif
738,"['tambahkan', 'realtime', 'peta', 'kejadian', 'listrik', 'padam', 'maintenance', 'perbaikan', 'menunggu', 'listrik', 'menyala', 'menyebalkan', 'pekerjaan', 'bergantung', 'listrik', 'kerugian', 'peroleh', 'listrik', 'padam']",negatif
739,"['aplikasi', 'jelek', 'penghuni', 'nya', 'kits', 'kirim', 'pesan', 'balasan', 'pelajayana', 'pln', 'nya', 'buruk', 'sdh', 'lapor', 'listrik', 'rumah', 'padam', 'suruh', 'tunggu', 'tp', 'teknisi', 'pln', 'ampunn']",negatif
762,"['verifikasi', 'foto', 'sulit', 'banget', 'kualitas', 'foto', 'asli', 'aplikasi', 'berebeda', 'mengikuti', 'petunjuk', 'clearen', 'playstore', 'nya', 'jaringan', 'kondisi', 'lancar']",negatif
766,"['pakai', 'aplikasi', 'dipermudah', 'sulit', 'gk', 'lapisan', 'masyarakat', 'paham', 'internet', 'wajib', 'daftar', 'via', 'pln', 'mobile', 'kecewa', 'aplikasi', 'subsidi', 'anehnya', 'pelunasan', 'pemberitahuan', 'nik', 'terpakai', 'alamat', 'sesuai', 'ktp', 'helloo', 'daftar', 'pemberitahuannya', 'biar', 'repot', 'bayar', 'ujung', 'ujungnya', 'ditolak', 'uang', 'dikembalikan', 'aplikasi', 'manual', 'mudah']",negatif
774,"['aplikasi', 'lambat', 'banget', 'responnya', 'pengaduan', 'gangguannya', 'berbelit', 'belit', 'banget', 'kasih', 'solusi', 'ujung', 'ujungnya', 'telepon', 'deh', 'pusat', 'centernya', 'hadeewh', 'mengecewakan', 'mohon', 'ditingkatkan', 'pelayanan', 'pengaduan', 'gangguannya', 'via', 'aplikasi', 'via', 'call', 'centernya', 'terimakasih']",negatif
